date,geoid,value
2015-01-10,04023,4
2015-01-10,04025,12
2015-01-10,04027,18
2015-01-11,04001,10
2015-01-11,04003,13
2015-01-11,04005,24
2015-01-11,04007,7
2015-01-11,04009,9
2015-01-11,04011,0
2015-01-11,04012,1
2015-01-11,04013,544
2015-01-11,04015,32
2015-01-11,04017,11
2015-01-11,04019,101
2015-01-11,04021,69
2015-01-11,04023,5
2015-01-11,04025,19
2015-01-11,04027,24
2015-01-12,04001,13
2015-01-12,04003,20
2015-01-12,04005,36
2015-01-12,04007,7
2015-01-12,04009,4
2015-01-12,04011,2
2015-01-12,04012,5
2015-01-12,04013,675
2015-01-12,04015,42
2015-01-12,04017,8
2015-01-12,04019,129
2015-01-12,04021,89
2015-01-12,04023,5
2015-01-12,04025,27
2015-01-12,04027,40
2015-01-13,04001,9
2015-01-13,04003,23
2015-01-13,04005,37
2015-01-13,04007,8
2015-01-13,04009,12
2015-01-13,04011,0
2015-01-13,04012,5
2015-01-13,04013,910
2015-01-13,04015,46
2015-01-13,04017,6
2015-01-13,04019,167
2015-01-13,04021,97
2015-01-13,04023,12
2015-01-13,04025,35
2015-01-13,04027,63
2015-01-14,04001,12
2015-01-14,04003,44
2015-01-14,04005,61
2015-01-14,04007,11
2015-01-14,04009,17
2015-01-14,04011,5
2015-01-14,04012,4
2015-01-14,04013,1206
2015-01-14,04015,77
2015-01-14,04017,19
2015-01-14,04019,231
2015-01-14,04021,132
2015-01-14,04023,11
2015-01-14,04025,38
2015-01-14,04027,92
2015-01-15,04001,11
2015-01-15,04003,36
2015-01-15,04005,71
2015-01-15,04007,20
2015-01-15,04009,13
2015-01-15,04011,4
2015-01-15,04012,8
2015-01-15,04013,1583
2015-01-15,04015,79
2015-01-15,04017,13
2015-01-15,04019,278
2015-01-15,04021,199
2015-01-15,04023,16
2015-01-15,04025,61
2015-01-15,04027,115
2015-01-16,04001,21
2015-01-16,04003,55
2015-01-16,04005,92
2015-01-16,04007,17
2015-01-16,04009,30
2015-01-16,04011,4
2015-01-16,04012,16
2015-01-16,04013,2070
2015-01-16,04015,97
2015-01-16,04017,27
2015-01-16,04019,345
2015-01-16,04021,249
2015-01-16,04023,20
2015-01-16,04025,60
2015-01-16,04027,169
2015-01-17,04001,11
2015-01-17,04003,73
2015-01-17,04005,100
2015-01-17,04007,22
2015-01-17,04009,28
2015-01-17,04011,4
2015-01-17,04012,17
2015-01-17,04013,2638
2015-01-17,04015,136
2015-01-17,04017,17
2015-01-17,04019,417
2015-01-17,04021,283
2015-01-17,04023,34
2015-01-17,04025,63
2015-01-17,04027,187
2015-01-18,04001,30
2015-01-18,04003,97
2015-01-18,04005,169
2015-01-18,04007,27
2015-01-18,04009,29
2015-01-18,04011,10
2015-01-18,04012,13
2015-01-18,04013,3301
2015-01-18,04015,126
2015-01-18,04017,36
2015-01-18,04019,557
2015-01-18,04021,303
2015-01-18,04023,46
2015-01-18,04025,83
2015-01-18,04027,215
2015-01-19,04001,48
2015-01-19,04003,120
2015-01-19,04005,175
2015-01-19,04007,37
2015-01-19,04009,54
2015-01-19,04011,14
2015-01-19,04012,18
2015-01-19,04013,4202
2015-01-19,04015,176
2015-01-19,04017,37
2015-01-19,04019,648
2015-01-19,04021,403
2015-01-19,04023,45
2015-01-19,04025,93
2015-01-19,04027,299
2015-01-20,04001,41
2015-01-20,04003,166
2015-01-20,04005,213
2015-01-20,04007,42
2015-01-20,04009,60
2015-01-20,04011,11
2015-01-20,04012,31
2015-01-20,04013,5133
2015-01-20,04015,211
2015-01-20,04017,60
2015-01-20,04019,692
2015-01-20,04021,432
2015-01-20,04023,62
2015-01-20,04025,138
2015-01-20,04027,347
2015-01-21,04001,76
2015-01-21,04003,170
2015-01-21,04005,237
2015-01-21,04007,36
2015-01-21,04009,62
2015-01-21,04011,15
2015-01-21,04012,28
2015-01-21,04013,6019
2015-01-21,04015,263
2015-01-21,04017,53
2015-01-21,04019,903
2015-01-21,04021,558
2015-01-21,04023,62
2015-01-21,04025,123
2015-01-21,04027,406
2015-01-22,04001,79
2015-01-22,04003,204
2015-01-22,04005,283
2015-01-22,04007,60
2015-01-22,04009,88
2015-01-22,04011,12
2015-01-22,04012,24
2015-01-22,04013,6888
2015-01-22,04015,308
2015-01-22,04017,63
2015-01-22,04019,1067
2015-01-22,04021,558
2015-01-22,04023,65
2015-01-22,04025,161
2015-01-22,04027,446
2015-01-23,04001,89
2015-01-23,04003,229
2015-01-23,04005,298
2015-01-23,04007,65
2015-01-23,04009,90
2015-01-23,04011,13
2015-01-23,04012,28
2015-01-23,04013,7670
2015-01-23,04015,320
2015-01-23,04017,87
2015-01-23,04019,1187
2015-01-23,04021,598
2015-01-23,04023,88
2015-01-23,04025,177
2015-01-23,04027,477
2015-01-24,04001,116
2015-01-24,04003,254
2015-01-24,04005,271
2015-01-24,04007,73
2015-01-24,04009,84
2015-01-24,04011,17
2015-01-24,04012,34
2015-01-24,04013,8363
2015-01-24,04015,349
2015-01-24,04017,102
2015-01-24,04019,1378
2015-01-24,04021,630
2015-01-24,04023,96
2015-01-24,04025,193
2015-01-24,04027,431
2015-01-25,04001,125
2015-01-25,04003,290
2015-01-25,04005,315
2015-01-25,04007,54
2015-01-25,04009,92
2015-01-25,04011,20
2015-01-25,04012,38
2015-01-25,04013,8525
2015-01-25,04015,391
2015-01-25,04017,117
2015-01-25,04019,1505
2015-01-25,04021,646
2015-01-25,04023,83
2015-01-25,04025,220
2015-01-25,04027,476
2015-01-26,04001,164
2015-01-26,04003,289
2015-01-26,04005,299
2015-01-26,04007,71
2015-01-26,04009,96
2015-01-26,04011,15
2015-01-26,04012,39
2015-01-26,04013,8726
2015-01-26,04015,370
2015-01-26,04017,133
2015-01-26,04019,1632
2015-01-26,04021,693
2015-01-26,04023,108
2015-01-26,04025,251
2015-01-26,04027,459
2015-01-27,04001,156
2015-01-27,04003,302
2015-01-27,04005,305
2015-01-27,04007,73
2015-01-27,04009,101
2015-01-27,04011,16
2015-01-27,04012,35
2015-01-27,04013,8719
2015-01-27,04015,438
2015-01-27,04017,157
2015-01-27,04019,1746
2015-01-27,04021,683
2015-01-27,04023,102
2015-01-27,04025,250
2015-01-27,04027,454
2015-01-28,04001,173
2015-01-28,04003,292
2015-01-28,04005,305
2015-01-28,04007,84
2015-01-28,04009,85
2015-01-28,04011,18
2015-01-28,04012,38
2015-01-28,04013,8645
2015-01-28,04015,418
2015-01-28,04017,177
2015-01-28,04019,1736
2015-01-28,04021,748
2015-01-28,04023,117
2015-01-28,04025,289
2015-01-28,04027,380
2015-01-29,04001,159
2015-01-29,04003,267
2015-01-29,04005,233
2015-01-29,04007,73
2015-01-29,04009,88
2015-01-29,04011,23
2015-01-29,04012,35
2015-01-29,04013,8228
2015-01-29,04015,443
2015-01-29,04017,201
2015-01-29,04019,1823
2015-01-29,04021,716
2015-01-29,04023,96
2015-01-29,04025,310
2015-01-29,04027,436
2015-01-30,04001,148
2015-01-30,04003,305
2015-01-30,04005,277
2015-01-30,04007,97
2015-01-30,04009,80
2015-01-30,04011,21
2015-01-30,04012,40
2015-01-30,04013,7857
2015-01-30,04015,410
2015-01-30,04017,197
2015-01-30,04019,1917
2015-01-30,04021,674
2015-01-30,04023,103
2015-01-30,04025,327
2015-01-30,04027,381
2015-01-31,04001,157
2015-01-31,04003,251
2015-01-31,04005,243
2015-01-31,04007,88
2015-01-31,04009,73
2015-01-31,04011,21
2015-01-31,04012,41
2015-01-31,04013,7564
2015-01-31,04015,400
2015-01-31,04017,212
2015-01-31,04019,2005
2015-01-31,04021,668
2015-01-31,04023,99
2015-01-31,04025,333
2015-01-31,04027,360
2015-02-01,04001,149
2015-02-01,04003,217
2015-02-01,04005,240
2015-02-01,04007,95
2015-02-01,04009,51
2015-02-01,04011,19
2015-02-01,04012,37
2015-02-01,04013,7164
2015-02-01,04015,389
2015-02-01,04017,226
2015-02-01,04019,1965
2015-02-01,04021,700
2015-02-01,04023,72
2015-02-01,04025,396
2015-02-01,04027,352
2015-02-02,04001,140
2015-02-02,04003,219
2015-02-02,04005,195
2015-02-02,04007,70
2015-02-02,04009,60
2015-02-02,04011,17
2015-02-02,04012,39
2015-02-02,04013,6750
2015-02-02,04015,357
2015-02-02,04017,212
2015-02-02,04019,1850
2015-02-02,04021,643
2015-02-02,04023,90
2015-02-02,04025,369
2015-02-02,04027,328
2015-02-03,04001,143
2015-02-03,04003,190
2015-02-03,04005,214
2015-02-03,04007,83
2015-02-03,04009,56
2015-02-03,04011,10
2015-02-03,04012,30
2015-02-03,04013,6305
2015-02-03,04015,351
2015-02-03,04017,218
2015-02-03,04019,1864
2015-02-03,04021,583
2015-02-03,04023,84
2015-02-03,04025,402
2015-02-03,04027,300
2015-02-04,04001,149
2015-02-04,04003,218
2015-02-04,04005,197
2015-02-04,04007,83
2015-02-04,04009,53
2015-02-04,04011,15
2015-02-04,04012,28
2015-02-04,04013,5921
2015-02-04,04015,344
2015-02-04,04017,200
2015-02-04,04019,1750
2015-02-04,04021,559
2015-02-04,04023,75
2015-02-04,04025,394
2015-02-04,04027,281
2015-02-05,04001,118
2015-02-05,04003,167
2015-02-05,04005,221
2015-02-05,04007,81
2015-02-05,04009,42
2015-02-05,04011,15
2015-02-05,04012,28
2015-02-05,04013,5563
2015-02-05,04015,303
2015-02-05,04017,195
2015-02-05,04019,1674
2015-02-05,04021,550
2015-02-05,04023,83
2015-02-05,04025,381
2015-02-05,04027,272
2015-02-06,04001,102
2015-02-06,04003,201
2015-02-06,04005,172
2015-02-06,04007,71
2015-02-06,04009,38
2015-02-06,04011,20
2015-02-06,04012,29
2015-02-06,04013,5278
2015-02-06,04015,315
2015-02-06,04017,183
2015-02-06,04019,1591
2015-02-06,04021,506
2015-02-06,04023,63
2015-02-06,04025,334
2015-02-06,04027,203
2015-02-07,04001,106
2015-02-07,04003,169
2015-02-07,04005,143
2015-02-07,04007,75
2015-02-07,04009,34
2015-02-07,04011,17
2015-02-07,04012,24
2015-02-07,04013,4920
2015-02-07,04015,244
2015-02-07,04017,195
2015-02-07,04019,1569
2015-02-07,04021,491
2015-02-07,04023,71
2015-02-07,04025,356
2015-02-07,04027,224
2015-02-08,04001,103
2015-02-08,04003,171
2015-02-08,04005,149
2015-02-08,04007,66
2015-02-08,04009,36
2015-02-08,04011,9
2015-02-08,04012,23
2015-02-08,04013,4631
2015-02-08,04015,252
2015-02-08,04017,173
2015-02-08,04019,1449
2015-02-08,04021,456
2015-02-08,04023,65
2015-02-08,04025,375
2015-02-08,04027,220
2015-02-09,04001,94
2015-02-09,04003,139
2015-02-09,04005,132
2015-02-09,04007,68
2015-02-09,04009,35
2015-02-09,04011,9
2015-02-09,04012,23
2015-02-09,04013,4103
2015-02-09,04015,216
2015-02-09,04017,176
2015-02-09,04019,1427
2015-02-09,04021,444
2015-02-09,04023,61
2015-02-09,04025,342
2015-02-09,04027,182
2015-02-10,04001,93
2015-02-10,04003,120
2015-02-10,04005,127
2015-02-10,04007,77
2015-02-10,04009,31
2015-02-10,04011,8
2015-02-10,04012,21
2015-02-10,04013,4052
2015-02-10,04015,231
2015-02-10,04017,124
2015-02-10,04019,1279
2015-02-10,04021,396
2015-02-10,04023,49
2015-02-10,04025,329
2015-02-10,04027,193
2015-02-11,04001,89
2015-02-11,04003,133
2015-02-11,04005,111
2015-02-11,04007,61
2015-02-11,04009,32
2015-02-11,04011,9
2015-02-11,04012,28
2015-02-11,04013,3837
2015-02-11,04015,211
2015-02-11,04017,141
2015-02-11,04019,1212
2015-02-11,04021,368
2015-02-11,04023,45
2015-02-11,04025,290
2015-02-11,04027,137
2015-02-12,04001,75
2015-02-12,04003,113
2015-02-12,04005,108
2015-02-12,04007,59
2015-02-12,04009,35
2015-02-12,04011,10
2015-02-12,04012,25
2015-02-12,04013,3439
2015-02-12,04015,210
2015-02-12,04017,125
2015-02-12,04019,1195
2015-02-12,04021,343
2015-02-12,04023,31
2015-02-12,04025,273
2015-02-12,04027,161
2015-02-13,04001,59
2015-02-13,04003,115
2015-02-13,04005,102
2015-02-13,04007,51
2015-02-13,04009,29
2015-02-13,04011,5
2015-02-13,04012,22
2015-02-13,04013,3284
2015-02-13,04015,170
2015-02-13,04017,126
2015-02-13,04019,1088
2015-02-13,04021,331
2015-02-13,04023,38
2015-02-13,04025,257
2015-02-13,04027,161
2015-02-14,04001,56
2015-02-14,04003,113
2015-02-14,04005,111
2015-02-14,04007,58
2015-02-14,04009,28
2015-02-14,04011,8
2015-02-14,04012,18
2015-02-14,04013,3100
2015-02-14,04015,191
2015-02-14,04017,115
2015-02-14,04019,974
2015-02-14,04021,307
2015-02-14,04023,38
2015-02-14,04025,261
2015-02-14,04027,138
2015-02-15,04001,53
2015-02-15,04003,89
2015-02-15,04005,100
2015-02-15,04007,45
2015-02-15,04009,15
2015-02-15,04011,6
2015-02-15,04012,15
2015-02-15,04013,2875
2015-02-15,04015,166
2015-02-15,04017,115
2015-02-15,04019,934
2015-02-15,04021,291
2015-02-15,04023,27
2015-02-15,04025,220
2015-02-15,04027,144
2015-02-16,04001,47
2015-02-16,04003,93
2015-02-16,04005,73
2015-02-16,04007,51
2015-02-16,04009,19
2015-02-16,04011,3
2015-02-16,04012,9
2015-02-16,04013,2801
2015-02-16,04015,144
2015-02-16,04017,108
2015-02-16,04019,858
2015-02-16,04021,290
2015-02-16,04023,26
2015-02-16,04025,242
2015-02-16,04027,116
2015-02-17,04001,40
2015-02-17,04003,83
2015-02-17,04005,92
2015-02-17,04007,54
2015-02-17,04009,16
2015-02-17,04011,5
2015-02-17,04012,22
2015-02-17,04013,2640
2015-02-17,04015,141
2015-02-17,04017,88
2015-02-17,04019,775
2015-02-17,04021,296
2015-02-17,04023,29
2015-02-17,04025,212
2015-02-17,04027,123
2015-02-18,04001,42
2015-02-18,04003,74
2015-02-18,04005,75
2015-02-18,04007,36
2015-02-18,04009,16
2015-02-18,04011,2
2015-02-18,04012,12
2015-02-18,04013,2565
2015-02-18,04015,138
2015-02-18,04017,95
2015-02-18,04019,728
2015-02-18,04021,264
2015-02-18,04023,36
2015-02-18,04025,213
2015-02-18,04027,107
2015-02-19,04001,48
2015-02-19,04003,74
2015-02-19,04005,70
2015-02-19,04007,55
2015-02-19,04009,24
2015-02-19,04011,6
2015-02-19,04012,5
2015-02-19,04013,2331
2015-02-19,04015,120
2015-02-19,04017,104
2015-02-19,04019,769
2015-02-19,04021,248
2015-02-19,04023,19
2015-02-19,04025,183
2015-02-19,04027,83
2015-02-20,04001,32
2015-02-20,04003,61
2015-02-20,04005,71
2015-02-20,04007,52
2015-02-20,04009,22
2015-02-20,04011,5
2015-02-20,04012,12
2015-02-20,04013,2265
2015-02-20,04015,135
2015-02-20,04017,80
2015-02-20,04019,621
2015-02-20,04021,211
2015-02-20,04023,34
2015-02-20,04025,166
2015-02-20,04027,84
2015-02-21,04001,27
2015-02-21,04003,58
2015-02-21,04005,67
2015-02-21,04007,41
2015-02-21,04009,19
2015-02-21,04011,2
2015-02-21,04012,11
2015-02-21,04013,2180
2015-02-21,04015,121
2015-02-21,04017,71
2015-02-21,04019,702
2015-02-21,04021,213
2015-02-21,04023,16
2015-02-21,04025,153
2015-02-21,04027,85
2015-02-22,04001,36
2015-02-22,04003,59
2015-02-22,04005,75
2015-02-22,04007,36
2015-02-22,04009,18
2015-02-22,04011,3
2015-02-22,04012,16
2015-02-22,04013,2027
2015-02-22,04015,121
2015-02-22,04017,80
2015-02-22,04019,583
2015-02-22,04021,175
2015-02-22,04023,31
2015-02-22,04025,135
2015-02-22,04027,76
2015-02-23,04001,30
2015-02-23,04003,58
2015-02-23,04005,61
2015-02-23,04007,28
2015-02-23,04009,12
2015-02-23,04011,2
2015-02-23,04012,10
2015-02-23,04013,2019
2015-02-23,04015,131
2015-02-23,04017,60
2015-02-23,04019,554
2015-02-23,04021,198
2015-02-23,04023,13
2015-02-23,04025,164
2015-02-23,04027,88
2015-02-24,04001,39
2015-02-24,04003,55
2015-02-24,04005,69
2015-02-24,04007,41
2015-02-24,04009,14
2015-02-24,04011,3
2015-02-24,04012,10
2015-02-24,04013,1890
2015-02-24,04015,98
2015-02-24,04017,57
2015-02-24,04019,567
2015-02-24,04021,187
2015-02-24,04023,16
2015-02-24,04025,129
2015-02-24,04027,77
2015-02-25,04001,26
2015-02-25,04003,63
2015-02-25,04005,66
2015-02-25,04007,20
2015-02-25,04009,14
2015-02-25,04011,1
2015-02-25,04012,9
2015-02-25,04013,1788
2015-02-25,04015,101
2015-02-25,04017,54
2015-02-25,04019,492
2015-02-25,04021,161
2015-02-25,04023,21
2015-02-25,04025,159
2015-02-25,04027,74
2015-02-26,04001,32
2015-02-26,04003,53
2015-02-26,04005,50
2015-02-26,04007,27
2015-02-26,04009,20
2015-02-26,04011,3
2015-02-26,04012,6
2015-02-26,04013,1770
2015-02-26,04015,85
2015-02-26,04017,54
2015-02-26,04019,433
2015-02-26,04021,172
2015-02-26,04023,10
2015-02-26,04025,130
2015-02-26,04027,74
2015-02-27,04001,26
2015-02-27,04003,49
2015-02-27,04005,50
2015-02-27,04007,33
2015-02-27,04009,19
2015-02-27,04011,4
2015-02-27,04012,9
2015-02-27,04013,1675
2015-02-27,04015,80
2015-02-27,04017,60
2015-02-27,04019,464
2015-02-27,04021,171
2015-02-27,04023,13
2015-02-27,04025,129
2015-02-27,04027,52
2015-02-28,04001,29
2015-02-28,04003,43
2015-02-28,04005,35
2015-02-28,04007,25
2015-02-28,04009,17
2015-02-28,04011,3
2015-02-28,04012,5
2015-02-28,04013,1606
2015-02-28,04015,99
2015-02-28,04017,62
2015-02-28,04019,399
2015-02-28,04021,158
2015-02-28,04023,8
2015-02-28,04025,115
2015-02-28,04027,65
2015-03-01,04001,19
2015-03-01,04003,37
2015-03-01,04005,40
2015-03-01,04007,17
2015-03-01,04009,13
2015-03-01,04011,6
2015-03-01,04012,4
2015-03-01,04013,1517
2015-03-01,04015,80
2015-03-01,04017,57
2015-03-01,04019,427
2015-03-01,04021,154
2015-03-01,04023,12
2015-03-01,04025,112
2015-03-01,04027,61
2015-03-02,04001,20
2015-03-02,04003,47
2015-03-02,04005,34
2015-03-02,04007,23
2015-03-02,04009,11
2015-03-02,04011,4
2015-03-02,04012,7
2015-03-02,04013,1510
2015-03-02,04015,78
2015-03-02,04017,42
2015-03-02,04019,378
2015-03-02,04021,144
2015-03-02,04023,19
2015-03-02,04025,89
2015-03-02,04027,61
2015-03-03,04001,24
2015-03-03,04003,41
2015-03-03,04005,41
2015-03-03,04007,20
2015-03-03,04009,11
2015-03-03,04011,1
2015-03-03,04012,10
2015-03-03,04013,1480
2015-03-03,04015,68
2015-03-03,04017,44
2015-03-03,04019,358
2015-03-03,04021,135
2015-03-03,04023,9
2015-03-03,04025,89
2015-03-03,04027,68
2015-03-04,04001,22
2015-03-04,04003,26
2015-03-04,04005,42
2015-03-04,04007,18
2015-03-04,04009,6
2015-03-04,04011,3
2015-03-04,04012,11
2015-03-04,04013,1424
2015-03-04,04015,71
2015-03-04,04017,41
2015-03-04,04019,356
2015-03-04,04021,134
2015-03-04,04023,13
2015-03-04,04025,84
2015-03-04,04027,61
2015-03-05,04001,16
2015-03-05,04003,35
2015-03-05,04005,44
2015-03-05,04007,20
2015-03-05,04009,12
2015-03-05,04011,3
2015-03-05,04012,10
2015-03-05,04013,1341
2015-03-05,04015,77
2015-03-05,04017,45
2015-03-05,04019,337
2015-03-05,04021,122
2015-03-05,04023,16
2015-03-05,04025,81
2015-03-05,04027,53
2015-03-06,04001,23
2015-03-06,04003,24
2015-03-06,04005,40
2015-03-06,04007,22
2015-03-06,04009,14
2015-03-06,04011,2
2015-03-06,04012,6
2015-03-06,04013,1325
2015-03-06,04015,64
2015-03-06,04017,30
2015-03-06,04019,315
2015-03-06,04021,115
2015-03-06,04023,5
2015-03-06,04025,100
2015-03-06,04027,48
2015-03-07,04001,14
2015-03-07,04003,35
2015-03-07,04005,37
2015-03-07,04007,14
2015-03-07,04009,20
2015-03-07,04011,2
2015-03-07,04012,7
2015-03-07,04013,1226
2015-03-07,04015,70
2015-03-07,04017,41
2015-03-07,04019,321
2015-03-07,04021,110
2015-03-07,04023,12
2015-03-07,04025,67
2015-03-07,04027,50
2015-03-08,04001,26
2015-03-08,04003,24
2015-03-08,04005,43
2015-03-08,04007,20
2015-03-08,04009,14
2015-03-08,04011,4
2015-03-08,04012,9
2015-03-08,04013,1121
2015-03-08,04015,64
2015-03-08,04017,40
2015-03-08,04019,299
2015-03-08,04021,110
2015-03-08,04023,14
2015-03-08,04025,75
2015-03-08,04027,61
2015-03-09,04001,20
2015-03-09,04003,29
2015-03-09,04005,42
2015-03-09,04007,23
2015-03-09,04009,11
2015-03-09,04011,1
2015-03-09,04012,5
2015-03-09,04013,1083
2015-03-09,04015,70
2015-03-09,04017,32
2015-03-09,04019,321
2015-03-09,04021,119
2015-03-09,04023,10
2015-03-09,04025,80
2015-03-09,04027,53
2015-03-10,04001,15
2015-03-10,04003,34
2015-03-10,04005,32
2015-03-10,04007,17
2015-03-10,04009,13
2015-03-10,04011,6
2015-03-10,04012,2
2015-03-10,04013,1094
2015-03-10,04015,75
2015-03-10,04017,21
2015-03-10,04019,280
2015-03-10,04021,118
2015-03-10,04023,8
2015-03-10,04025,65
2015-03-10,04027,61
2015-03-11,04001,12
2015-03-11,04003,25
2015-03-11,04005,36
2015-03-11,04007,20
2015-03-11,04009,13
2015-03-11,04011,1
2015-03-11,04012,11
2015-03-11,04013,1064
2015-03-11,04015,41
2015-03-11,04017,25
2015-03-11,04019,268
2015-03-11,04021,93
2015-03-11,04023,6
2015-03-11,04025,70
2015-03-11,04027,41
2015-03-12,04001,11
2015-03-12,04003,30
2015-03-12,04005,34
2015-03-12,04007,21
2015-03-12,04009,12
2015-03-12,04011,0
2015-03-12,04012,5
2015-03-12,04013,1037
2015-03-12,04015,53
2015-03-12,04017,31
2015-03-12,04019,291
2015-03-12,04021,102
2015-03-12,04023,10
2015-03-12,04025,66
2015-03-12,04027,53
2015-03-13,04001,11
2015-03-13,04003,28
2015-03-13,04005,27
2015-03-13,04007,16
2015-03-13,04009,6
2015-03-13,04011,3
2015-03-13,04012,2
2015-03-13,04013,986
2015-03-13,04015,51
2015-03-13,04017,30
2015-03-13,04019,277
2015-03-13,04021,113
2015-03-13,04023,8
2015-03-13,04025,67
2015-03-13,04027,49
2015-03-14,04001,16
2015-03-14,04003,24
2015-03-14,04005,29
2015-03-14,04007,14
2015-03-14,04009,13
2015-03-14,04011,1
2015-03-14,04012,2
2015-03-14,04013,921
2015-03-14,04015,54
2015-03-14,04017,25
2015-03-14,04019,251
2015-03-14,04021,88
2015-03-14,04023,7
2015-03-14,04025,65
2015-03-14,04027,54
2015-03-15,04001,14
2015-03-15,04003,30
2015-03-15,04005,40
2015-03-15,04007,11
2015-03-15,04009,10
2015-03-15,04011,0
2015-03-15,04012,5
2015-03-15,04013,920
2015-03-15,04015,58
2015-03-15,04017,30
2015-03-15,04019,240
2015-03-15,04021,109
2015-03-15,04023,10
2015-03-15,04025,71
2015-03-15,04027,44
2015-03-16,04001,22
2015-03-16,04003,20
2015-03-16,04005,31
2015-03-16,04007,10
2015-03-16,04009,8
2015-03-16,04011,2
2015-03-16,04012,6
2015-03-16,04013,955
2015-03-16,04015,50
2015-03-16,04017,16
2015-03-16,04019,212
2015-03-16,04021,86
2015-03-16,04023,10
2015-03-16,04025,53
2015-03-16,04027,54
2015-03-17,04001,8
2015-03-17,04003,28
2015-03-17,04005,39
2015-03-17,04007,12
2015-03-17,04009,10
2015-03-17,04011,0
2015-03-17,04012,4
2015-03-17,04013,890
2015-03-17,04015,55
2015-03-17,04017,13
2015-03-17,04019,269
2015-03-17,04021,91
2015-03-17,04023,9
2015-03-17,04025,52
2015-03-17,04027,43
2015-03-18,04001,18
2015-03-18,04003,26
2015-03-18,04005,34
2015-03-18,04007,14
2015-03-18,04009,8
2015-03-18,04011,0
2015-03-18,04012,2
2015-03-18,04013,859
2015-03-18,04015,50
2015-03-18,04017,22
2015-03-18,04019,229
2015-03-18,04021,100
2015-03-18,04023,4
2015-03-18,04025,69
2015-03-18,04027,51
2015-03-19,04001,14
2015-03-19,04003,17
2015-03-19,04005,36
