date,geoid,value
2015-02-17,53061,33
2015-02-17,53073,0
2015-02-18,53033,2180
2015-02-18,53053,54
2015-02-18,53061,49
2015-02-18,53073,0
2015-02-19,53033,2474
2015-02-19,53053,74
2015-02-19,53061,57
2015-02-19,53073,0
2015-02-20,53033,2613
2015-02-20,53053,82
2015-02-20,53061,72
2015-02-20,53073,0
2015-02-21,53033,2871
2015-02-21,53053,104
2015-02-21,53061,83
2015-02-21,53073,0
2015-02-22,53033,2880
2015-02-22,53053,139
2015-02-22,53061,100
2015-02-22,53073,0
2015-02-23,53033,2961
2015-02-23,53053,136
2015-02-23,53061,123
2015-02-23,53073,0
2015-02-24,53033,3133
2015-02-24,53053,183
2015-02-24,53061,160
2015-02-24,53073,1
2015-02-25,53033,3130
2015-02-25,53053,204
2015-02-25,53061,184
2015-02-25,53073,1
2015-02-26,53033,3156
2015-02-26,53053,244
2015-02-26,53061,199
2015-02-26,53073,0
2015-02-27,53033,3321
2015-02-27,53053,298
2015-02-27,53061,259
2015-02-27,53073,1
2015-02-28,53033,3177
2015-02-28,53053,366
2015-02-28,53061,267
2015-02-28,53073,0
2015-03-01,53033,3087
2015-03-01,53053,436
2015-03-01,53061,357
2015-03-01,53073,1
2015-03-02,53033,3013
2015-03-02,53053,482
2015-03-02,53061,399
2015-03-02,53073,0
2015-03-03,53033,2946
2015-03-03,53053,541
2015-03-03,53061,416
2015-03-03,53073,0
2015-03-04,53033,2849
2015-03-04,53053,659
2015-03-04,53061,545
2015-03-04,53073,1
2015-03-05,53033,2788
2015-03-05,53053,721
2015-03-05,53061,606
2015-03-05,53073,4
2015-03-06,53033,2671
2015-03-06,53053,757
2015-03-06,53061,671
2015-03-06,53073,3
2015-03-07,53033,2573
2015-03-07,53053,877
2015-03-07,53061,773
2015-03-07,53073,4
2015-03-08,53033,2408
2015-03-08,53053,912
2015-03-08,53061,849
2015-03-08,53073,6
2015-03-09,53033,2305
2015-03-09,53053,1038
2015-03-09,53061,910
2015-03-09,53073,5
2015-03-10,53033,2223
2015-03-10,53053,1052
2015-03-10,53061,1020
2015-03-10,53073,9
2015-03-11,53033,2080
2015-03-11,53053,1139
2015-03-11,53061,1050
2015-03-11,53073,9
2015-03-12,53033,2019
2015-03-12,53053,1169
2015-03-12,53061,1137
2015-03-12,53073,12
2015-03-13,53033,1802
2015-03-13,53053,1270
2015-03-13,53061,1179
2015-03-13,53073,15
2015-03-14,53033,1815
2015-03-14,53053,1250
2015-03-14,53061,1152
2015-03-14,53073,24
2015-03-15,53033,1669
2015-03-15,53053,1302
2015-03-15,53061,1148
2015-03-15,53073,23
2015-03-16,53033,1573
2015-03-16,53053,1298
2015-03-16,53061,1201
2015-03-16,53073,37
2015-03-17,53033,1509
2015-03-17,53053,1316
2015-03-17,53061,1169
2015-03-17,53073,31
2015-03-18,53033,1435
2015-03-18,53053,1260
2015-03-18,53061,1124
2015-03-18,53073,49
2015-03-19,53033,1353
2015-03-19,53053,1241
2015-03-19,53061,1117
2015-03-19,53073,43
2015-03-20,53033,1268
2015-03-20,53053,1276
2015-03-20,53061,1094
2015-03-20,53073,62
2015-03-21,53033,1166
2015-03-21,53053,1165
2015-03-21,53061,1160
2015-03-21,53073,69
2015-03-22,53033,1165
2015-03-22,53053,1162
2015-03-22,53061,1049
2015-03-22,53073,65
2015-03-23,53033,1097
2015-03-23,53053,1146
2015-03-23,53061,963
2015-03-23,53073,92
2015-03-24,53033,999
2015-03-24,53053,1044
2015-03-24,53061,938
2015-03-24,53073,114
2015-03-25,53033,989
2015-03-25,53053,997
2015-03-25,53061,864
2015-03-25,53073,139
2015-03-26,53033,923
2015-03-26,53053,964
2015-03-26,53061,950
2015-03-26,53073,171
2015-03-27,53033,920
2015-03-27,53053,867
2015-03-27,53061,879
2015-03-27,53073,168
2015-03-28,53033,879
2015-03-28,53053,845
2015-03-28,53061,824
2015-03-28,53073,200
2015-03-29,53033,810
2015-03-29,53053,854
2015-03-29,53061,763
2015-03-29,53073,232
2015-03-30,53033,762
2015-03-30,53053,794
2015-03-30,53061,721
2015-03-30,53073,214
2015-03-31,53033,744
2015-03-31,53053,771
2015-03-31,53061,704
2015-03-31,53073,276
2015-04-01,53033,709
2015-04-01,53053,709
2015-04-01,53061,684
2015-04-01,53073,281
2015-04-02,53033,702
2015-04-02,53053,672
2015-04-02,53061,576
2015-04-02,53073,295
2015-04-03,53033,676
2015-04-03,53053,621
2015-04-03,53061,591
2015-04-03,53073,339
2015-04-04,53033,668
2015-04-04,53053,565
2015-04-04,53061,507
2015-04-04,53073,323
2015-04-05,53033,641
2015-04-05,53053,543
2015-04-05,53061,512
2015-04-05,53073,352
2015-04-06,53033,599
2015-04-06,53053,534
2015-04-06,53061,492
2015-04-06,53073,329
2015-04-07,53033,567
2015-04-07,53053,478
2015-04-07,53061,463
2015-04-07,53073,361
2015-04-08,53033,595
2015-04-08,53053,477
2015-04-08,53061,471
2015-04-08,53073,271
2015-04-09,53033,537
2015-04-09,53053,471
2015-04-09,53061,377
2015-04-09,53073,295
2015-04-10,53033,534
2015-04-10,53053,429
2015-04-10,53061,391
2015-04-10,53073,300
2015-04-11,53033,495
2015-04-11,53053,418
2015-04-11,53061,371
2015-04-11,53073,321
2015-04-12,53033,492
2015-04-12,53053,376
2015-04-12,53061,383
2015-04-12,53073,325
2015-04-13,53033,507
2015-04-13,53053,375
2015-04-13,53061,354
2015-04-13,53073,296
2015-04-14,53033,455
2015-04-14,53053,382
2015-04-14,53061,320
2015-04-14,53073,271
2015-04-15,53033,439
2015-04-15,53053,333
2015-04-15,53061,341
2015-04-15,53073,244
2015-04-16,53033,439
2015-04-16,53053,311
2015-04-16,53061,285
2015-04-16,53073,254
2015-04-17,53033,450
2015-04-17,53053,303
2015-04-17,53061,268
2015-04-17,53073,273
2015-04-18,53033,449
2015-04-18,53053,291
2015-04-18,53061,284
2015-04-18,53073,218
2015-04-19,53033,423
2015-04-19,53053,284
2015-04-19,53061,256
2015-04-19,53073,210
2015-04-20,53033,413
2015-04-20,53053,301
2015-04-20,53061,239
2015-04-20,53073,233
2015-04-21,53033,416
2015-04-21,53053,258
2015-04-21,53061,243
2015-04-21,53073,217
2015-04-22,53033,408
2015-04-22,53053,226
2015-04-22,53061,242
2015-04-22,53073,185
2015-04-23,53033,430
2015-04-23,53053,268
2015-04-23,53061,233
2015-04-23,53073,188
2015-04-24,53033,366
2015-04-24,53053,221
2015-04-24,53061,205
2015-04-24,53073,182
2015-04-25,53033,374
2015-04-25,53053,230
2015-04-25,53061,214
2015-04-25,53073,167
2015-04-26,53033,346
2015-04-26,53053,222
2015-04-26,53061,201
2015-04-26,53073,142
2015-04-27,53033,395
2015-04-27,53053,212
2015-04-27,53061,200
2015-04-27,53073,145
2015-04-28,53033,362
2015-04-28,53053,207
2015-04-28,53061,193
2015-04-28,53073,132
2015-04-29,53033,372
2015-04-29,53053,227
2015-04-29,53061,164
2015-04-29,53073,120
2015-04-30,53033,345
2015-04-30,53053,196
2015-04-30,53061,177
2015-04-30,53073,115
2015-05-01,53033,365
2015-05-01,53053,202
2015-05-01,53061,160
2015-05-01,53073,114
2015-05-02,53033,364
2015-05-02,53053,184
2015-05-02,53061,168
2015-05-02,53073,103
2015-05-03,53033,375
2015-05-03,53053,189
2015-05-03,53061,161
2015-05-03,53073,108
2015-05-04,53033,358
2015-05-04,53053,196
2015-05-04,53061,152
2015-05-04,53073,102
2015-05-05,53033,371
2015-05-05,53053,158
2015-05-05,53061,164
2015-05-05,53073,95
2015-05-06,53033,335
2015-05-06,53053,160
2015-05-06,53061,165
2015-05-06,53073,86
2015-05-07,53033,348
2015-05-07,53053,162
2015-05-07,53061,148
2015-05-07,53073,84
2015-05-08,53033,345
2015-05-08,53053,155
2015-05-08,53061,147
2015-05-08,53073,75
2015-05-09,53033,350
2015-05-09,53053,165
2015-05-09,53061,144
2015-05-09,53073,71
2015-05-10,53033,392
2015-05-10,53053,172
2015-05-10,53061,146
2015-05-10,53073,74
2015-05-11,53033,339
2015-05-11,53053,160
2015-05-11,53061,122
2015-05-11,53073,80
2015-05-12,53033,363
2015-05-12,53053,164
2015-05-12,53061,139
2015-05-12,53073,61
2015-05-13,53033,356
2015-05-13,53053,140
2015-05-13,53061,138
2015-05-13,53073,61
2015-05-14,53033,367
2015-05-14,53053,166
2015-05-14,53061,121
2015-05-14,53073,62
2015-05-15,53033,373
2015-05-15,53053,167
2015-05-15,53061,142
2015-05-15,53073,64
2015-05-16,53033,402
2015-05-16,53053,178
2015-05-16,53061,146
2015-05-16,53073,63
2015-05-17,53033,420
2015-05-17,53053,144
2015-05-17,53061,128
2015-05-17,53073,61
2015-05-18,53033,393
2015-05-18,53053,134
2015-05-18,53061,136
2015-05-18,53073,52
2015-05-19,53033,378
2015-05-19,53053,166
2015-05-19,53061,136
2015-05-19,53073,58
2015-05-20,53033,419
2015-05-20,53053,148
2015-05-20,53061,152
2015-05-20,53073,47
2015-05-21,53033,395
2015-05-21,53053,144
2015-05-21,53061,118
2015-05-21,53073,55
2015-05-22,53033,389
2015-05-22,53053,138
2015-05-22,53061,124
2015-05-22,53073,56
2015-05-23,53033,409
2015-05-23,53053,141
2015-05-23,53061,130
2015-05-23,53073,56
2015-05-24,53033,390
2015-05-24,53053,153
2015-05-24,53061,104
2015-05-24,53073,50
2015-05-25,53033,453
2015-05-25,53053,132
2015-05-25,53061,131
2015-05-25,53073,42
2015-05-26,53033,420
2015-05-26,53053,156
2015-05-26,53061,136
2015-05-26,53073,46
2015-05-27,53033,459
2015-05-27,53053,149
2015-05-27,53061,139
2015-05-27,53073,51
2015-05-28,53033,430
2015-05-28,53053,164
2015-05-28,53061,136
2015-05-28,53073,45
2015-05-29,53033,457
2015-05-29,53053,148
2015-05-29,53061,142
2015-05-29,53073,45
2015-05-30,53033,471
2015-05-30,53053,139
2015-05-30,53061,131
2015-05-30,53073,25
